,MinTemp,MaxTemp,Precipitation,ReferenceET,Date
517,23.96,39.39,0.0,6.5,1982-06-04
518,25.22,38.0,0.0,5.8,1982-06-05
519,26.02,40.48,0.0,6.5,1982-06-06
520,25.64,40.04,0.0,6.4,1982-06-07
521,24.55,39.91,0.0,6.6,1982-06-08
522,24.9,39.03,0.0,6.2,1982-06-09
523,25.98,35.98,0.0,5.0,1982-06-10
524,24.17,39.28,0.0,6.4,1982-06-11
525,23.92,39.44,0.0,6.5,1982-06-12
526,24.41,37.37,12.92,5.8,1982-06-13
527,25.13,37.4,0.0,5.6,1982-06-14
528,24.23,36.33,0.0,5.5,1982-06-15
529,23.12,38.23,0.0,6.3,1982-06-16
530,23.65,37.22,0.0,5.9,1982-06-17
531,23.35,36.07,0.0,5.6,1982-06-18
532,23.73,36.55,0.0,5.6,1982-06-19
533,24.69,37.15,0.0,5.6,1982-06-20
534,23.72,37.83,14.97,6.0,1982-06-21
535,23.54,36.5,0.0,5.7,1982-06-22
536,23.73,34.11,0.0,4.9,1982-06-23
537,24.45,32.51,14.97,4.2,1982-06-24
538,23.59,34.24,7.48,4.9,1982-06-25
539,23.14,36.3,0.0,5.7,1982-06-26
540,23.42,34.6,22.21,5.1,1982-06-27
541,22.98,34.88,0.0,5.3,1982-06-28
542,23.07,32.24,0.0,4.4,1982-06-29
543,22.8,32.8,0.0,4.6,1982-06-30
544,23.85,32.88,11.37,4.4,1982-07-01
545,24.05,34.08,0.0,4.8,1982-07-02
546,24.23,33.06,11.37,4.4,1982-07-03
547,23.63,31.77,0.0,4.1,1982-07-04
548,22.95,32.51,0.0,4.5,1982-07-05
549,23.11,34.25,0.0,5.0,1982-07-06
550,23.71,32.4,5.45,4.3,1982-07-07
551,24.54,31.29,0.0,3.7,1982-07-08
552,23.24,33.13,0.0,4.7,1982-07-09
